,season,lg,type,number_tm,position,player,age,tm,seas_id,player_id
2952,1996,NBA,All-NBA,3rd,C,Shaquille O'Neal,23,ORL,14997,2751
2953,1996,NBA,All-NBA,3rd,G,Mitch Richmond,30,SAC,14920,2449
2954,1996,NBA,All-NBA,3rd,G,Reggie Miller,30,IND,14950,2386
2955,1996,NBA,All-NBA,3rd,F,Juwan Howard,22,WSB,14840,2874
2984,1996,NBA,All-Rookie,1st,,Damon Stoudamire,22,TOR,14657,2911
2985,1996,NBA,All-Rookie,1st,,Joe Smith,20,GSW,14823,2932
2986,1996,NBA,All-Rookie,1st,,Jerry Stackhouse,21,PHI,14816,2930
2987,1996,NBA,All-Rookie,1st,,Antonio McDyess,21,DEN,14574,2896
2988,1996,NBA,All-Rookie,1st,,Arvydas Sabonis,31,POR,14576,2897
2989,1996,NBA,All-Rookie,1st,,Michael Finley,22,PHO,14912,2948
2990,1996,NBA,All-Rookie,2nd,,Kevin Garnett,19,MIN,14858,2936
2991,1996,NBA,All-Rookie,2nd,,Bryant Reeves,22,VAN,14606,2901
2992,1996,NBA,All-Rookie,2nd,,Brent Barry,24,LAC,14601,2900
2993,1996,NBA,All-Rookie,2nd,,Rasheed Wallace,21,WSB,14947,2950
2994,1996,NBA,All-Rookie,2nd,,Tyus Edney,22,SAC,15066,2963
3000,1995,NBA,All-Defense,1st,F,Scottie Pippen,29,CHI,14463,2394
3001,1995,NBA,All-Defense,1st,G,Gary Payton,26,SEA,14251,2585
3002,1995,NBA,All-Defense,1st,F,Dennis Rodman,33,SAS,14199,2301
3003,1995,NBA,All-Defense,1st,G,Mookie Blaylock,27,ATL,14401,2531
3004,1995,NBA,All-Defense,1st,C,David Robinson,29,SAS,14193,2494
3005,1995,NBA,All-Defense,2nd,C,Dikembe Mutombo,28,DEN,14209,2648
3006,1995,NBA,All-Defense,2nd,F,Horace Grant,29,ORL,14284,2361
3007,1995,NBA,All-Defense,2nd,G,John Stockton,32,UTA,14326,2183
3008,1995,NBA,All-Defense,2nd,G,Nate McMillan,30,SEA,14407,2329
3009,1995,NBA,All-Defense,2nd,F,Derrick McKey,28,IND,14205,2356
3047,1995,NBA,All-NBA,1st,F,Karl Malone,31,UTA,14335,2252
3048,1995,NBA,All-NBA,1st,C,David Robinson,29,SAS,14193,2494
3049,1995,NBA,All-NBA,1st,F,Scottie Pippen,29,CHI,14463,2394
3050,1995,NBA,All-NBA,1st,G,John Stockton,32,UTA,14326,2183
3051,1995,NBA,All-NBA,1st,G,Anfernee Hardaway,23,ORL,14105,2767
3052,1995,NBA,All-NBA,2nd,F,Charles Barkley,31,PHO,14150,2162
3053,1995,NBA,All-NBA,2nd,G,Gary Payton,26,SEA,14251,2585
3054,1995,NBA,All-NBA,2nd,C,Shaquille O'Neal,22,ORL,14469,2751
3055,1995,NBA,All-NBA,2nd,G,Mitch Richmond,29,SAC,14398,2449
3056,1995,NBA,All-NBA,2nd,F,Shawn Kemp,25,SEA,14472,2543
3057,1995,NBA,All-NBA,3rd,G,Reggie Miller,29,IND,14430,2386
3058,1995,NBA,All-NBA,3rd,F,Dennis Rodman,33,SAS,14199,2301
3059,1995,NBA,All-NBA,3rd,C,Hakeem Olajuwon,32,HOU,14276,2176
3060,1995,NBA,All-NBA,3rd,F,Detlef Schrempf,32,SEA,14207,2236
3061,1995,NBA,All-NBA,3rd,G,Clyde Drexler,32,TOT,14172,2110
3094,1995,NBA,All-Rookie,1st,,Jason Kidd,21,DAL,14304,2870
3095,1995,NBA,All-Rookie,1st,,Grant Hill,22,DET,14259,2863
3096,1995,NBA,All-Rookie,1st,,Glenn Robinson,22,MIL,14258,2862
3097,1995,NBA,All-Rookie,1st,,Eddie Jones,23,LAL,14233,2855
3098,1995,NBA,All-Rookie,1st,,Brian Grant,22,SAC,14137,2840
3099,1995,NBA,All-Rookie,2nd,,Juwan Howard,21,WSB,14334,2874
3100,1995,NBA,All-Rookie,2nd,,Eric Montross,23,BOS,14242,2859
3101,1995,NBA,All-Rookie,2nd,,Wesley Person,23,PHO,14533,2889
3102,1995,NBA,All-Rookie,2nd,,Jalen Rose,22,DEN,14294,2867
3103,1995,NBA,All-Rookie,2nd,,Sharone Wright,22,PHI,14470,2884
3107,1994,NBA,All-Defense,1st,F,Scottie Pippen,28,CHI,14007,2394
3108,1994,NBA,All-Defense,1st,G,Gary Payton,25,SEA,13774,2585
3109,1994,NBA,All-Defense,1st,C,Hakeem Olajuwon,31,HOU,13792,2176
3110,1994,NBA,All-Defense,1st,F,Charles Oakley,30,NYK,13671,2230
3111,1994,NBA,All-Defense,1st,G,Mookie Blaylock,26,ATL,13937,2531
3112,1994,NBA,All-Defense,2nd,F,Dennis Rodman,32,SAS,13724,2301
3113,1994,NBA,All-Defense,2nd,C,David Robinson,28,SAS,13717,2494
3114,1994,NBA,All-Defense,2nd,G,Nate McMillan,29,SEA,13943,2329
3115,1994,NBA,All-Defense,2nd,F,Horace Grant,28,CHI,13800,2361
3116,1994,NBA,All-Defense,2nd,G,Latrell Sprewell,23,GSW,13881,2729
3139,1994,NBA,All-NBA,1st,F,Scottie Pippen,28,CHI,14007,2394
3140,1994,NBA,All-NBA,1st,C,Hakeem Olajuwon,31,HOU,13792,2176
3141,1994,NBA,All-NBA,1st,F,Karl Malone,30,UTA,13852,2252
3142,1994,NBA,All-NBA,1st,G,John Stockton,31,UTA,13842,2183
3143,1994,NBA,All-NBA,1st,G,Latrell Sprewell,23,GSW,13881,2729
3144,1994,NBA,All-NBA,2nd,C,David Robinson,28,SAS,13717,2494
3145,1994,NBA,All-NBA,2nd,F,Shawn Kemp,24,SEA,14017,2543
3146,1994,NBA,All-NBA,2nd,F,Charles Barkley,30,PHO,13669,2162
3147,1994,NBA,All-NBA,2nd,G,Mitch Richmond,28,SAC,13935,2449
3148,1994,NBA,All-NBA,2nd,G,Kevin Johnson,27,PHO,13867,2371
3149,1994,NBA,All-NBA,3rd,G,Mark Price,29,CLE,13916,2324
3150,1994,NBA,All-NBA,3rd,G,Gary Payton,25,SEA,13774,2585
3151,1994,NBA,All-NBA,3rd,F,Derrick Coleman,26,NJN,13730,2580
3152,1994,NBA,All-NBA,3rd,F,Dominique Wilkins,34,TOT,13736,2058
3153,1994,NBA,All-NBA,3rd,C,Shaquille O'Neal,21,ORL,14015,2751
3186,1994,NBA,All-Rookie,1st,,Anfernee Hardaway,22,ORL,13624,2767
3187,1994,NBA,All-Rookie,1st,,Chris Webber,20,GSW,13682,2781
3188,1994,NBA,All-Rookie,1st,,Vin Baker,22,MIL,14077,2830
3189,1994,NBA,All-Rookie,1st,,Jamal Mashburn,21,DAL,13808,2801
3190,1994,NBA,All-Rookie,1st,,Isaiah Rider,22,MIN,13804,2800
3191,1994,NBA,All-Rookie,2nd,,Dino Radja,26,BOS,13734,2788
3192,1994,NBA,All-Rookie,2nd,,Nick Van Exel,22,LAL,13948,2814
3193,1994,NBA,All-Rookie,2nd,,Shawn Bradley,21,PHI,14016,2825
3194,1994,NBA,All-Rookie,2nd,,Toni Kukoč,25,CHI,14059,2829
3195,1994,NBA,All-Rookie,2nd,,Lindsey Hunter,23,DET,13885,2806
3205,1993,NBA,All-Defense,1st,G,Michael Jordan,29,CHI,13459,2193
3206,1993,NBA,All-Defense,1st,C,Hakeem Olajuwon,30,HOU,13326,2176
3207,1993,NBA,All-Defense,1st,F,Dennis Rodman,31,DET,13268,2301
3208,1993,NBA,All-Defense,1st,G,Joe Dumars,29,DET,13366,2248
3209,1993,NBA,All-Defense,1st,F,Scottie Pippen,27,CHI,13529,2394
3210,1993,NBA,All-Defense,2nd,C,David Robinson,27,SAS,13262,2494
3211,1993,NBA,All-Defense,2nd,F,Larry Nance,33,CLE,13414,2018
3212,1993,NBA,All-Defense,2nd,G,Dan Majerle,27,PHO,13246,2416
3213,1993,NBA,All-Defense,2nd,G,John Starks,27,NYK,13376,2438
3214,1993,NBA,All-Defense,2nd,F,Horace Grant,27,CHI,13334,2361
3247,1993,NBA,All-NBA,1st,F,Charles Barkley,29,PHO,13223,2162
3248,1993,NBA,All-NBA,1st,G,Michael Jordan,29,CHI,13459,2193
3249,1993,NBA,All-NBA,1st,C,Hakeem Olajuwon,30,HOU,13326,2176
3250,1993,NBA,All-NBA,1st,F,Karl Malone,29,UTA,13384,2252
3251,1993,NBA,All-NBA,1st,G,Mark Price,28,CLE,13445,2324
3252,1993,NBA,All-NBA,2nd,F,Dominique Wilkins,33,ATL,13278,2058
3253,1993,NBA,All-NBA,2nd,G,John Stockton,30,UTA,13377,2183
3254,1993,NBA,All-NBA,2nd,C,Patrick Ewing,30,NYK,13482,3966
3255,1993,NBA,All-NBA,2nd,G,Joe Dumars,29,DET,13366,2248
3256,1993,NBA,All-NBA,2nd,F,Larry Johnson,23,CHH,13412,2666
3257,1993,NBA,All-NBA,3rd,F,Scottie Pippen,27,CHI,13529,2394
3258,1993,NBA,All-NBA,3rd,G,Tim Hardaway,26,GSW,13566,2551
3259,1993,NBA,All-NBA,3rd,G,Dražen Petrović,28,NJN,13287,2501
3260,1993,NBA,All-NBA,3rd,C,David Robinson,27,SAS,13262,2494
3261,1993,NBA,All-NBA,3rd,F,Derrick Coleman,25,NJN,13272,2580
3296,1993,NBA,All-Rookie,1st,,Alonzo Mourning,22,CHH,13174,2696
3297,1993,NBA,All-Rookie,1st,,Shaquille O'Neal,20,ORL,13535,2751
3298,1993,NBA,All-Rookie,1st,,Christian Laettner,23,MIN,13236,2706
3299,1993,NBA,All-Rookie,1st,,Tom Gugliotta,23,WSB,13575,2755
3300,1993,NBA,All-Rookie,1st,,LaPhonso Ellis,22,DEN,13411,2728
3301,1993,NBA,All-Rookie,2nd,,Walt Williams,22,SAC,13598,2758
3302,1993,NBA,All-Rookie,2nd,,Latrell Sprewell,22,GSW,13419,2729
3303,1993,NBA,All-Rookie,2nd,,Robert Horry,22,HOU,13506,2747
3304,1993,NBA,All-Rookie,2nd,,Clarence Weatherspoon,22,PHI,13239,2707
3305,1993,NBA,All-Rookie,2nd,,Richard Dumas,23,PHO,13500,2745
3316,1992,NBA,All-Defense,1st,F,Dennis Rodman,30,DET,12811,2301
3317,1992,NBA,All-Defense,1st,G,Michael Jordan,28,CHI,12990,2193
3318,1992,NBA,All-Defense,1st,C,David Robinson,26,SAS,12802,2494
3319,1992,NBA,All-Defense,1st,G,Joe Dumars,28,DET,12900,2248
3320,1992,NBA,All-Defense,1st,F,Scottie Pippen,26,CHI,13066,2394
3321,1992,NBA,All-Defense,2nd,F,Larry Nance,32,CLE,12955,2018
3322,1992,NBA,All-Defense,2nd,F,Buck Williams,31,POR,12753,1981
3323,1992,NBA,All-Defense,2nd,C,Patrick Ewing,29,NYK,13018,3966
3324,1992,NBA,All-Defense,2nd,G,John Stockton,29,UTA,12911,2183
3325,1992,NBA,All-Defense,2nd,G,Micheal Williams,25,IND,12991,2447
3361,1992,NBA,All-NBA,1st,G,Michael Jordan,28,CHI,12990,2193
3362,1992,NBA,All-NBA,1st,F,Karl Malone,28,UTA,12921,2252
3363,1992,NBA,All-NBA,1st,G,Clyde Drexler,29,POR,12779,2110
3364,1992,NBA,All-NBA,1st,C,David Robinson,26,SAS,12802,2494
3365,1992,NBA,All-NBA,1st,F,Chris Mullin,28,GSW,12770,2232
3366,1992,NBA,All-NBA,2nd,F,Scottie Pippen,26,CHI,13066,2394
3367,1992,NBA,All-NBA,2nd,C,Patrick Ewing,29,NYK,13018,3966
3368,1992,NBA,All-NBA,2nd,G,Tim Hardaway,25,GSW,13110,2551
3369,1992,NBA,All-NBA,2nd,G,John Stockton,29,UTA,12911,2183
3370,1992,NBA,All-NBA,2nd,F,Charles Barkley,28,PHI,12760,2162
3371,1992,NBA,All-NBA,3rd,F,Dennis Rodman,30,DET,12811,2301
3372,1992,NBA,All-NBA,3rd,G,Mark Price,27,CLE,12977,2324
3373,1992,NBA,All-NBA,3rd,G,Kevin Johnson,25,PHO,12941,2371
3374,1992,NBA,All-NBA,3rd,C,Brad Daugherty,26,CLE,12740,2285
3375,1992,NBA,All-NBA,3rd,F,Kevin Willis,29,ATL,12945,2187
3404,1992,NBA,All-Rookie,1st,,Billy Owens,22,GSW,12727,2633
3405,1992,NBA,All-Rookie,1st,,Dikembe Mutombo,25,DEN,12818,2648
3406,1992,NBA,All-Rookie,1st,,Larry Johnson,22,CHH,12953,2666
3407,1992,NBA,All-Rookie,1st,,Steve Smith,22,MIA,13093,2688
3408,1992,NBA,All-Rookie,1st,,Stacey Augmon,23,ATL,13080,2684
3409,1992,NBA,All-Rookie,2nd,,Rick Fox,22,BOS,13038,2680
3410,1992,NBA,All-Rookie,2nd,,Terrell Brandon,21,CLE,13097,2689
3411,1992,NBA,All-Rookie,2nd,,Larry Stewart,23,WSB,12958,2667
3412,1992,NBA,All-Rookie,2nd,,Stanley Roberts,21,ORL,13082,2685
3413,1992,NBA,All-Rookie,2nd,,Mark Macon,22,DEN,12976,2670
3425,1991,NBA,All-Defense,1st,F,Dennis Rodman,29,DET,12366,2301
3426,1991,NBA,All-Defense,1st,C,David Robinson,25,SAS,12359,2494
3427,1991,NBA,All-Defense,1st,G,Alvin Robertson,28,MIL,12270,2158
3428,1991,NBA,All-Defense,1st,G,Michael Jordan,27,CHI,12543,2193
3429,1991,NBA,All-Defense,1st,F,Buck Williams,30,POR,12308,1981
3430,1991,NBA,All-Defense,2nd,G,Joe Dumars,27,DET,12462,2248
3431,1991,NBA,All-Defense,2nd,C,Hakeem Olajuwon,28,HOU,12420,2176
3432,1991,NBA,All-Defense,2nd,F,Scottie Pippen,25,CHI,12627,2394
3433,1991,NBA,All-Defense,2nd,G,John Stockton,28,UTA,12472,2183
3434,1991,NBA,All-Defense,2nd,F,Dan Majerle,25,PHO,12340,2416
3466,1991,NBA,All-NBA,1st,G,Michael Jordan,27,CHI,12543,2193
3467,1991,NBA,All-NBA,1st,G,Magic Johnson,31,LAL,12522,1878
3468,1991,NBA,All-NBA,1st,F,Karl Malone,27,UTA,12479,2252
3469,1991,NBA,All-NBA,1st,C,David Robinson,25,SAS,12359,2494
3470,1991,NBA,All-NBA,1st,F,Charles Barkley,27,PHI,12316,2162
3471,1991,NBA,All-NBA,2nd,C,Patrick Ewing,28,NYK,12576,3966
3472,1991,NBA,All-NBA,2nd,F,Dominique Wilkins,31,ATL,12376,2058
3473,1991,NBA,All-NBA,2nd,G,Kevin Johnson,24,PHO,12498,2371
3474,1991,NBA,All-NBA,2nd,G,Clyde Drexler,28,POR,12331,2110
3475,1991,NBA,All-NBA,2nd,F,Chris Mullin,27,GSW,12323,2232
3476,1991,NBA,All-NBA,3rd,G,John Stockton,28,UTA,12472,2183
3477,1991,NBA,All-NBA,3rd,F,James Worthy,29,LAL,12440,2067
3478,1991,NBA,All-NBA,3rd,F,Bernard King,34,WSB,12290,1741
3479,1991,NBA,All-NBA,3rd,C,Hakeem Olajuwon,28,HOU,12420,2176
3480,1991,NBA,All-NBA,3rd,G,Joe Dumars,27,DET,12462,2248
3508,1991,NBA,All-Rookie,1st,,Derrick Coleman,23,NJN,12371,2580
3509,1991,NBA,All-Rookie,1st,,Lionel Simmons,22,SAC,12520,2606
3510,1991,NBA,All-Rookie,1st,,Dee Brown,22,BOS,12362,3667
3511,1991,NBA,All-Rookie,1st,,Kendall Gill,22,CHH,12485,2598
3512,1991,NBA,All-Rookie,1st,,Dennis Scott,22,ORL,12367,2579
3513,1991,NBA,All-Rookie,2nd,,Felton Spencer,23,MIN,12397,2584
3514,1991,NBA,All-Rookie,2nd,,Willie Burton,22,MIA,12695,2632
3515,1991,NBA,All-Rookie,2nd,,Travis Mays,22,SAC,12675,2628
3516,1991,NBA,All-Rookie,2nd,,Gary Payton,22,SEA,12403,2585
3517,1991,NBA,All-Rookie,2nd,,Mahmoud Abdul-Rauf,21,DEN,12523,2608
3529,1990,NBA,All-Defense,1st,F,Dennis Rodman,28,DET,11899,2301
3530,1990,NBA,All-Defense,1st,G,Joe Dumars,26,DET,11996,2248
3531,1990,NBA,All-Defense,1st,C,Hakeem Olajuwon,27,HOU,11945,2176
3532,1990,NBA,All-Defense,1st,G,Michael Jordan,26,CHI,12079,2193
3533,1990,NBA,All-Defense,1st,F,Buck Williams,29,POR,11848,1981
3534,1990,NBA,All-Defense,2nd,G,Alvin Robertson,27,MIL,11808,2158
3535,1990,NBA,All-Defense,2nd,F,Rick Mahorn,31,PHI,12150,1961
3536,1990,NBA,All-Defense,2nd,C,David Robinson,24,SAS,11893,2494
3537,1990,NBA,All-Defense,2nd,G,Derek Harper,28,DAL,11900,2117
3538,1990,NBA,All-Defense,2nd,F,Kevin McHale,32,BOS,12034,1938
3539,1990,NBA,All-NBA,1st,G,Magic Johnson,30,LAL,12055,1878
3540,1990,NBA,All-NBA,1st,F,Charles Barkley,26,PHI,11855,2162
3541,1990,NBA,All-NBA,1st,F,Karl Malone,26,UTA,12015,2252
3542,1990,NBA,All-NBA,1st,G,Michael Jordan,26,CHI,12079,2193
3543,1990,NBA,All-NBA,1st,C,Patrick Ewing,27,NYK,12116,3966
3544,1990,NBA,All-NBA,2nd,C,Hakeem Olajuwon,27,HOU,11945,2176
3545,1990,NBA,All-NBA,2nd,G,John Stockton,27,UTA,12007,2183
3546,1990,NBA,All-NBA,2nd,F,Tom Chambers,30,PHO,12227,2038
3547,1990,NBA,All-NBA,2nd,F,Larry Bird,33,BOS,12042,1875
3548,1990,NBA,All-NBA,2nd,G,Kevin Johnson,23,PHO,12033,2371
3549,1990,NBA,All-NBA,3rd,C,David Robinson,24,SAS,11893,2494
3550,1990,NBA,All-NBA,3rd,G,Clyde Drexler,27,POR,11876,2110
3551,1990,NBA,All-NBA,3rd,G,Joe Dumars,26,DET,11996,2248
3552,1990,NBA,All-NBA,3rd,F,James Worthy,28,LAL,11962,2067
3553,1990,NBA,All-NBA,3rd,F,Chris Mullin,26,GSW,11866,2232
3579,1990,NBA,All-Rookie,1st,,David Robinson,24,SAS,11893,2494
3580,1990,NBA,All-Rookie,1st,,Tim Hardaway,23,GSW,12219,2551
3581,1990,NBA,All-Rookie,1st,,Vlade Divac,21,LAL,12246,2556
3582,1990,NBA,All-Rookie,1st,,Sherman Douglas,23,MIA,12191,2544
3583,1990,NBA,All-Rookie,1st,,Pooh Richardson,23,MIN,12123,2535
3584,1990,NBA,All-Rookie,2nd,,J.R. Reid,21,CHH,11955,2513
3585,1990,NBA,All-Rookie,2nd,,Sean Elliott,21,SAS,12185,2542
3586,1990,NBA,All-Rookie,2nd,,Stacey King,23,CHI,12196,2545
3587,1990,NBA,All-Rookie,2nd,,Blue Edwards,24,UTA,11833,2483
3588,1990,NBA,All-Rookie,2nd,,Glen Rice,22,MIA,11937,2509
3600,1989,NBA,All-Defense,1st,F,Dennis Rodman,27,DET,11475,2301
3601,1989,NBA,All-Defense,1st,G,Michael Jordan,25,CHI,11647,2193
3602,1989,NBA,All-Defense,1st,G,Joe Dumars,25,DET,11564,2248
3603,1989,NBA,All-Defense,1st,C,Mark Eaton,32,UTA,11635,2081
3604,1989,NBA,All-Defense,1st,F,Larry Nance,29,CLE,11616,2018
3605,1989,NBA,All-Defense,2nd,C,Patrick Ewing,26,NYK,11674,3966
3606,1989,NBA,All-Defense,2nd,G,John Stockton,26,UTA,11579,2183
3607,1989,NBA,All-Defense,2nd,F,Kevin McHale,31,BOS,11606,1938
3608,1989,NBA,All-Defense,2nd,G,Alvin Robertson,26,SAS,11372,2158
3609,1989,NBA,All-Defense,2nd,F,A.C. Green,25,LAL,11363,2218
3610,1989,NBA,All-NBA,1st,F,Karl Malone,25,UTA,11590,2252
3611,1989,NBA,All-NBA,1st,G,Magic Johnson,29,LAL,11623,1878
3612,1989,NBA,All-NBA,1st,G,Michael Jordan,25,CHI,11647,2193
3613,1989,NBA,All-NBA,1st,F,Charles Barkley,25,PHI,11417,2162
3614,1989,NBA,All-NBA,1st,C,Hakeem Olajuwon,26,HOU,11526,2176
3615,1989,NBA,All-NBA,2nd,C,Patrick Ewing,26,NYK,11674,3966
3616,1989,NBA,All-NBA,2nd,G,John Stockton,26,UTA,11579,2183
3617,1989,NBA,All-NBA,2nd,F,Tom Chambers,29,PHO,11772,2038
3618,1989,NBA,All-NBA,2nd,G,Chris Mullin,25,GSW,11426,2232
3619,1989,NBA,All-NBA,2nd,G,Kevin Johnson,22,PHO,11605,2371
3620,1989,NBA,All-NBA,3rd,F,Dominique Wilkins,29,ATL,11489,2058
3621,1989,NBA,All-NBA,3rd,G,Dale Ellis,28,SEA,11444,2112
3622,1989,NBA,All-NBA,3rd,G,Mark Price,24,CLE,11638,2324
3623,1989,NBA,All-NBA,3rd,C,Robert Parish,35,BOS,11711,1723
3624,1989,NBA,All-NBA,3rd,F,Terry Cummings,27,MIL,11760,2098
3648,1989,NBA,All-Rookie,1st,,Mitch Richmond,23,GSW,11657,2449
3649,1989,NBA,All-Rookie,1st,,Willie Anderson,22,SAS,11797,2478
3650,1989,NBA,All-Rookie,1st,,Hersey Hawkins,22,PHI,11532,2431
3651,1989,NBA,All-Rookie,1st,,Rik Smits,22,IND,11708,2458
3652,1989,NBA,All-Rookie,1st,,Charles Smith,23,LAC,11423,3047
3653,1989,NBA,All-Rookie,2nd,,Brian Shaw,22,BOS,11408,2410
3654,1989,NBA,All-Rookie,2nd,,Rex Chapman,21,CHH,11699,2455
3655,1989,NBA,All-Rookie,2nd,,Chris Morris,23,NJN,11425,2413
3656,1989,NBA,All-Rookie,2nd,,Rod Strickland,22,NYK,11714,2461
3657,1989,NBA,All-Rookie,2nd,,Kevin Edwards,23,MIA,11603,2442
3668,1988,NBA,All-Defense,1st,C,Hakeem Olajuwon,25,HOU,11083,2176
3669,1988,NBA,All-Defense,1st,F,Kevin McHale,30,BOS,11160,1938
3670,1988,NBA,All-Defense,1st,G,Michael Cooper,31,LAL,11205,1823
3671,1988,NBA,All-Defense,1st,G,Michael Jordan,24,CHI,11208,2193
3672,1988,NBA,All-Defense,1st,F,Rodney McCray,26,HOU,11280,2146
3673,1988,NBA,All-Defense,2nd,C,Mark Eaton,31,UTA,11187,2081
3674,1988,NBA,All-Defense,2nd,G,Alvin Robertson,25,SAS,10945,2158
3675,1988,NBA,All-Defense,2nd,C,Patrick Ewing,25,NYK,11242,3966
3676,1988,NBA,All-Defense,2nd,G,Fat Lever,27,DEN,11068,2063
3677,1988,NBA,All-Defense,2nd,F,Buck Williams,27,NJN,10983,1981
3678,1988,NBA,All-Defense,2nd,F,Karl Malone,24,UTA,11144,2252
3679,1988,NBA,All-NBA,1st,G,Michael Jordan,24,CHI,11208,2193
3680,1988,NBA,All-NBA,1st,F,Larry Bird,31,BOS,11168,1875
3681,1988,NBA,All-NBA,1st,C,Hakeem Olajuwon,25,HOU,11083,2176
3682,1988,NBA,All-NBA,1st,G,Magic Johnson,28,LAL,11181,1878
3683,1988,NBA,All-NBA,1st,F,Charles Barkley,24,PHI,10991,2162
3684,1988,NBA,All-NBA,2nd,F,Karl Malone,24,UTA,11144,2252
3685,1988,NBA,All-NBA,2nd,F,Dominique Wilkins,28,ATL,11055,2058
3686,1988,NBA,All-NBA,2nd,G,Clyde Drexler,25,POR,11013,2110
3687,1988,NBA,All-NBA,2nd,G,John Stockton,25,UTA,11131,2183
3688,1988,NBA,All-NBA,2nd,C,Patrick Ewing,25,NYK,11242,3966
3707,1988,NBA,All-Rookie,1st,,Mark Jackson,22,NYK,11188,2373
3708,1988,NBA,All-Rookie,1st,,Armen Gilliam,23,PHO,10952,2344
3709,1988,NBA,All-Rookie,1st,,Kenny Smith,22,SAC,11148,2369
3710,1988,NBA,All-Rookie,1st,,Greg Anderson,23,SAS,11078,2360
3711,1988,NBA,All-Rookie,1st,,Derrick McKey,21,SEA,11049,2356
3720,1987,NBA,All-Defense,1st,F,Kevin McHale,29,BOS,10771,1938
3721,1987,NBA,All-Defense,1st,F,Michael Cooper,30,LAL,10811,1823
3722,1987,NBA,All-Defense,1st,G,Alvin Robertson,24,SAS,10568,2158
3723,1987,NBA,All-Defense,1st,C,Hakeem Olajuwon,24,HOU,10704,2176
3724,1987,NBA,All-Defense,1st,G,Dennis Johnson,32,BOS,10658,1701
3725,1987,NBA,All-Defense,2nd,G,Maurice Cheeks,30,PHI,10803,1822
3726,1987,NBA,All-Defense,2nd,C,Mark Eaton,30,UTA,10796,2081
3727,1987,NBA,All-Defense,2nd,F,Paul Pressey,28,MIL,10846,2086
3728,1987,NBA,All-Defense,2nd,F,Rodney McCray,25,HOU,10872,2146
3729,1987,NBA,All-Defense,2nd,G,Derek Harper,25,DAL,10661,2117
3735,1987,NBA,All-NBA,1st,G,Magic Johnson,27,LAL,10791,1878
3736,1987,NBA,All-NBA,1st,G,Michael Jordan,23,CHI,10813,2193
3737,1987,NBA,All-NBA,1st,F,Larry Bird,30,BOS,10782,1875
3738,1987,NBA,All-NBA,1st,C,Hakeem Olajuwon,24,HOU,10704,2176
3739,1987,NBA,All-NBA,1st,F,Kevin McHale,29,BOS,10771,1938
3740,1987,NBA,All-NBA,2nd,F,Dominique Wilkins,27,ATL,10668,2058
3741,1987,NBA,All-NBA,2nd,F,Charles Barkley,23,PHI,10612,2162
3742,1987,NBA,All-NBA,2nd,C,Moses Malone,31,WSB,10830,1605
3743,1987,NBA,All-NBA,2nd,G,Isiah Thomas,25,DET,10709,2003
3744,1987,NBA,All-NBA,2nd,G,Fat Lever,26,DEN,10682,2063
3766,1987,NBA,All-Rookie,1st,,Brad Daugherty,21,CLE,10594,2285
3767,1987,NBA,All-Rookie,1st,,Chuck Person,22,IND,10623,2292
3768,1987,NBA,All-Rookie,1st,,Ron Harper,23,CLE,10875,2335
3769,1987,NBA,All-Rookie,1st,,Hot Rod Williams,24,CLE,10708,2308
3770,1987,NBA,All-Rookie,1st,,Roy Tarpley,22,DAL,10880,2337
3779,1986,NBA,All-Defense,1st,G,Sidney Moncrief,28,MIL,10517,1889
3780,1986,NBA,All-Defense,1st,G,Maurice Cheeks,29,PHI,10416,1822
3781,1986,NBA,All-Defense,1st,F,Paul Pressey,27,MIL,10456,2086
3782,1986,NBA,All-Defense,1st,C,Mark Eaton,29,UTA,10412,2081
3783,1986,NBA,All-Defense,1st,F,Kevin McHale,28,BOS,10382,1938
3784,1986,NBA,All-Defense,2nd,G,Alvin Robertson,23,SAS,10190,2158
3785,1986,NBA,All-Defense,2nd,G,Dennis Johnson,31,BOS,10267,1701
3786,1986,NBA,All-Defense,2nd,G,Michael Cooper,29,LAL,10421,1823
3787,1986,NBA,All-Defense,2nd,C,Manute Bol,23,WSB,10407,2258
3788,1986,NBA,All-Defense,2nd,F,Bill Hanzlik,28,DEN,10200,1901
3795,1986,NBA,All-NBA,1st,F,Larry Bird,29,BOS,10392,1875
3796,1986,NBA,All-NBA,1st,G,Magic Johnson,26,LAL,10406,1878
3797,1986,NBA,All-NBA,1st,G,Isiah Thomas,24,DET,10317,2003
3798,1986,NBA,All-NBA,1st,F,Dominique Wilkins,26,ATL,10275,2058
3799,1986,NBA,All-NBA,1st,C,Kareem Abdul-Jabbar,38,LAL,10368,1204
3800,1986,NBA,All-NBA,2nd,C,Hakeem Olajuwon,23,HOU,10313,2176
3801,1986,NBA,All-NBA,2nd,F,Charles Barkley,22,PHI,10229,2162
3802,1986,NBA,All-NBA,2nd,G,Sidney Moncrief,28,MIL,10517,1889
3803,1986,NBA,All-NBA,2nd,F,Alex English,32,DEN,10184,1693
3804,1986,NBA,All-NBA,2nd,G,Alvin Robertson,23,SAS,10190,2158
3822,1986,NBA,All-Rookie,1st,,Xavier McDaniel,22,SEA,10557,2278
3823,1986,NBA,All-Rookie,1st,,Patrick Ewing,23,NYK,10454,3966
3824,1986,NBA,All-Rookie,1st,,Karl Malone,22,UTA,10369,2252
